Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,BTC_Market Cap
2014/6/8,6.5499,6.5888,6.5347,6.5614,8614190,8445489607
2014/6/9,6.5564,6.577,6.4439,6.4916,19065400,8358149331
2014/6/10,6.5004,6.5961,6.4656,6.5315,17913400,8412294411
2014/6/11,6.5319,6.5704,6.3255,6.3302,25163800,8155307439
2014/6/12,6.3343,6.3811,5.7327,5.8695,50818800,7564343900
2014/6/13,5.857,6.1514,5.857,6.0016,35700700,7737046327
2014/6/14,6.0075,6.0127,5.4982,5.7736,38481200,7445594334
2014/6/15,5.7593,5.9294,5.5489,5.9294,23580900,7649361650
2014/6/16,5.9265,6.0872,5.8707,5.9219,28677500,7642482234
2014/6/17,5.9159,6.1089,5.904,6.1086,18597300,7886300055
2014/6/18,6.0977,6.1588,6.044,6.0796,17862000,7851200010
2014/6/19,6.0807,6.1224,5.9702,5.9807,12803800,7726000792
2014/6/20,5.974,5.9975,5.8776,5.9415,18134100,7678074490
2014/6/21,5.9368,5.9946,5.8774,5.9499,9256290,7691773955
2014/6/22,5.959,6.06,5.9463,6.0227,10877700,7788609493
2014/6/23,6.0216,6.0321,5.8634,5.9398,14053800,7684029467
2014/6/24,5.9397,5.9697,5.8236,5.8236,14144900,7536340173
2014/6/25,5.8181,5.836,5.6563,5.6634,20687700,7331658430
2014/6/26,5.6614,5.8163,5.6473,5.8114,14655900,7525767735
2014/6/27,5.813,6.0012,5.7989,5.9726,20814600,7737366940
2014/6/28,5.9908,6.0447,5.9592,5.9655,13398100,7730991679
2014/6/29,5.9633,6.0408,5.9616,6.0272,8897470,7813280835
2014/6/30,6.0262,6.4516,5.9988,6.398,46422400,8296103745
2014/7/1,6.4139,6.5786,6.4011,6.4081,38446300,8311317901
2014/7/2,6.4104,6.5668,6.3834,6.5088,25768200,8444194978
2014/7/3,6.5077,6.5077,6.413,6.4516,18949000,8372189412
2014/7/4,6.4465,6.4843,6.294,6.3069,22237200,8187107456
2014/7/5,6.2995,6.3322,6.28,6.3146,9105940,8199437572
2014/7/6,6.3177,6.3865,6.3116,6.3581,10080000,8258179220
2014/7/7,6.3546,6.3716,6.1701,6.2409,17813600,8108140914
2014/7/8,6.2257,6.267,6.2091,6.2482,10005500,8120056626
2014/7/9,6.2522,6.27,6.226,6.2451,9819150,8118679451
2014/7/10,6.2483,6.2612,6.1235,6.1676,15880700,8020234277
2014/7/11,6.1666,6.3209,6.1577,6.32,16467100,8220889623
2014/7/12,6.3188,6.3666,6.2698,6.3371,13329000,8245635914
2014/7/13,6.3422,6.3473,6.2491,6.265,11291000,8154265678
2014/7/14,6.2656,6.2734,6.1732,6.1932,12706800,8062877468
2014/7/15,6.2,6.2514,6.1964,6.2159,10873200,8094883399
2014/7/16,6.2201,6.2309,6.1533,6.168,13182400,8034806880
2014/7/17,6.1654,6.2629,6.084,6.2309,16576700,8119394873
2014/7/18,6.2237,6.2921,6.2047,6.2878,14158100,8196212862
2014/7/19,6.2917,6.2917,6.246,6.2852,7222030,8195599907
2014/7/20,6.2856,6.2856,6.2278,6.239,5760120,8137808455
2014/7/21,6.2395,6.2409,6.1911,6.2221,10711900,8118204691
2014/7/22,6.2227,6.243,6.2096,6.2155,9602880,8111799946
2014/7/23,6.2112,6.2443,6.1829,6.1941,11056600,8086153118
2014/7/24,6.195,6.2043,5.9557,6.0173,20917200,7857489687
2014/7/25,6.0151,6.0707,5.9723,6.0109,12279500,7851574790
2014/7/26,6.0154,6.0209,5.9396,5.9581,10752900,7784669228
2014/7/27,5.9567,5.9894,5.9343,5.9385,7774230,7761289329
2014/7/28,5.9414,5.9457,5.7518,5.8569,19316400,7656826297
2014/7/29,5.8555,5.8839,5.817,5.8472,11275400,7646390353
2014/7/30,5.8474,5.8512,5.649,5.6729,14898800,7420859009
2014/7/31,5.6737,5.8623,5.6451,5.8623,22467900,7670841007
2014/8/1,5.862,5.9792,5.8363,5.9492,18215900,7786796032
2014/8/2,5.949,5.9491,5.8616,5.8933,8359080,7716181169
2014/8/3,5.8889,5.8915,5.8165,5.8667,9917990,7683520602
2014/8/4,5.8623,5.9195,5.8374,5.8878,9867570,7713117798
2014/8/5,5.8901,5.8986,5.841,5.8544,10790800,7671275262
2014/8/6,5.8595,5.8749,5.831,5.8465,14497900,7663383046
2014/8/7,5.8465,5.911,5.8405,5.8887,11131400,7721014780
2014/8/8,5.8888,5.9812,5.8879,5.9258,11072000,7771958458
2014/8/9,5.9247,5.9247,5.8763,5.8937,7922070,7732619577
2014/8/10,5.8917,5.9446,5.8794,5.9106,7555310,7757394871
2014/8/11,5.9128,5.9151,5.7405,5.7637,14764200,7567178700
2014/8/12,5.7651,5.7695,5.6659,5.6964,13978200,7481336243
2014/8/13,5.7038,5.7303,5.3267,5.4666,25777500,7181459812
2014/8/14,5.4618,5.4624,4.9873,5.0597,35803900,6649282620
2014/8/15,5.1114,5.1818,4.8793,4.9701,25598300,6533519507
2014/8/16,4.9783,5.2147,4.8774,5.1971,22832500,6833965310
2014/8/17,5.1914,5.2019,4.8363,4.918,24300900,6468997661
2014/8/18,4.9151,4.9937,4.4385,4.6146,50783800,6072259848
2014/8/19,4.6148,4.8571,4.5554,4.8524,38422400,6387510426
2014/8/20,4.8507,5.1828,4.6751,5.1198,46527600,6741573447
2014/8/21,5.1045,5.319,5.1045,5.1724,49444200,6812929386
2014/8/22,5.1758,5.2148,5.0127,5.1404,36563900,6772889206
2014/8/23,5.1339,5.143,4.9211,4.9808,25171900,6564528885
2014/8/24,4.9829,5.1289,4.9735,5.0829,19441700,6700963067
2014/8/25,5.0822,5.0822,4.9923,5.025,18356700,6626339378
2014/8/26,5.0254,5.1269,5.0254,5.1157,23235100,6748171027
2014/8/27,5.1219,5.2071,5.1092,5.1115,22648500,6744868296
2014/8/28,5.1088,5.1616,5.0688,5.0782,19862000,6703031046
2014/8/29,5.0842,5.117,5.0382,5.0852,17624800,6714458468
2014/8/30,5.0859,5.0931,5.0164,5.0425,9424070,6660385523
2014/8/31,5.029,5.0488,4.7481,4.7776,44632300,6312801960
2014/9/1,4.7779,4.8531,4.7191,4.7488,20432000,6276309535
2014/9/2,4.7448,4.8299,4.7232,4.7743,23337900,6311703012
2014/9/3,4.7687,4.8171,4.7621,4.7759,13342200,6315859936
2014/9/4,4.7768,4.9393,4.7709,4.8966,26081400,6477467310
2014/9/5,4.8967,4.9064,4.8161,4.8334,15302500,6395641762
2014/9/6,4.8334,4.886,4.83,4.8483,10601400,6417500778
2014/9/7,4.8513,4.8807,4.8228,4.8228,8994050,6385589802
2014/9/8,4.8181,4.8983,4.6879,4.746,30238000,6285637995
2014/9/9,4.7488,4.7738,4.6778,4.7526,21447800,6296101902
2014/9/10,4.7548,4.8747,4.7514,4.7936,22787800,6352285708
2014/9/11,4.7962,4.8235,4.7461,4.7975,16852900,6359504769
2014/9/12,4.7958,4.7963,4.7301,4.7775,15437200,6334873398
2014/9/13,4.7779,4.8212,4.751,4.79,15588000,6353614254
2014/9/14,4.7912,4.7985,4.7612,4.7789,13105500,6340778582
2014/9/15,4.7777,4.7862,4.7402,4.7537,15345200,6309195218
2014/9/16,4.7486,4.7564,4.6513,4.6606,16797300,6187570806
2014/9/17,4.6586,4.6817,4.5242,4.5733,21056800,6073910021
2014/9/18,4.5686,4.5686,4.131,4.2444,34483200,5638918842
2014/9/19,4.241,4.2783,3.8453,3.948,37919700,5246779621
2014/9/20,3.9467,4.233,3.8988,4.089,36863600,5436072002
2014/9/21,4.0808,4.1243,3.9318,3.9882,26580100,5303651275
2014/9/22,3.991,4.0692,3.9713,4.0215,24127600,5349637034
2014/9/23,4.0209,4.4156,3.962,4.3579,45099500,5798754889
2014/9/24,4.3575,4.3611,4.2113,4.232,30627700,5632911451
2014/9/25,4.2316,4.2352,4.0947,4.1157,26814400,5479902023
2014/9/26,4.1143,4.1494,4.0001,4.0442,21460800,5386071486
2014/9/27,4.0356,4.0662,3.9737,3.9952,15029300,5322075836
2014/9/28,3.9947,4.0102,3.7433,3.7718,23613300,5025729375
2014/9/29,3.7693,3.8521,3.7224,3.7547,32497700,5004177243
2014/9/30,3.7609,3.9098,3.7344,3.8694,34707300,5158621325
2014/10/1,3.8743,3.9138,3.8078,3.8361,26229400,5115688242
2014/10/2,3.8399,3.855,3.7295,3.7507,21777700,5003085408
2014/10/3,3.7518,3.777,3.5786,3.5951,30901200,4796851775
2014/10/4,3.5989,3.6449,3.2589,3.2887,47236500,4389218291
2014/10/5,3.2892,3.418,2.893,3.2051,83308096,4279040870
2014/10/6,3.2039,3.4513,3.0256,3.3008,79011800,4408130777
2014/10/7,3.3058,3.3925,3.2048,3.3619,49199900,4490819565
2014/10/8,3.3612,3.5436,3.2719,3.5294,54736300,4715887222
2014/10/9,3.5275,3.8273,3.4769,3.6503,83641104,4878718500
2014/10/10,3.6469,3.7507,3.5296,3.6156,43665700,4833830847
2014/10/11,3.6136,3.6719,3.5595,3.623,13345200,4844961125
2014/10/12,3.6261,3.7943,3.5614,3.7855,17552800,5063689090
2014/10/13,3.7792,3.9723,3.689,3.9041,35221400,5223924767
2014/10/14,3.9169,4.117,3.9132,4.0087,38491500,5365153884
2014/10/15,4.0095,4.0223,3.8877,3.9477,25267100,5285043276
2014/10/16,3.9452,3.9881,3.7307,3.8256,26990000,5122903035
2014/10/17,3.8276,3.8548,3.7539,3.8376,13600700,5140342471
2014/10/18,3.8398,3.9516,3.7897,3.9144,11416800,5244892214
2014/10/19,3.9125,3.9394,3.8646,3.8955,5914570,5220783140
2014/10/20,3.8923,3.9008,3.7825,3.8285,16419000,5132276503
2014/10/21,3.8242,3.9265,3.8083,3.8648,14188900,5182426851
2014/10/22,3.8612,3.8858,3.8225,3.8316,11641300,5139461096
2014/10/23,3.8296,3.8505,3.5645,3.5842,26456900,4808952572
2014/10/24,3.5859,3.6435,3.533,3.5835,15585700,4809419914
2014/10/25,3.5861,3.5986,3.4288,3.4727,18127500,4662139220
2014/10/26,3.4749,3.5922,3.4393,3.547,11272500,4763036253
2014/10/27,3.5478,3.5863,3.4981,3.5299,13033000,4741410021
2014/10/28,3.5321,3.5998,3.5268,3.5762,7845880,4804812401
2014/10/29,3.5709,3.5783,3.3534,3.3559,18192700,4510175245
2014/10/30,3.3571,3.5091,3.3507,3.453,30177900,4642194094
2014/10/31,3.4501,3.4805,3.3714,3.3832,12545400,4549893052
2014/11/1,3.3865,3.4053,3.2105,3.2575,16677200,4382113991
2014/11/2,3.2608,3.2905,3.2063,3.2589,8603620,4385292372
2014/11/3,3.2557,3.34,3.2548,3.2755,12948500,4409040617
2014/11/4,3.2716,3.3177,3.2508,3.3049,15655500,4449934321
2014/11/5,3.3068,3.4337,3.3068,3.3949,19817200,4572205935
2014/11/6,3.3946,3.5297,3.3842,3.4929,18797000,4705591219
2014/11/7,3.4982,3.5273,3.4178,3.4242,16834200,4614264695
2014/11/8,3.4215,3.4703,3.4215,3.4549,8535470,4656988222
2014/11/9,3.4538,3.6363,3.4426,3.6326,24205600,4897961165
2014/11/10,3.6227,3.7482,3.5756,3.6692,30450100,4948658123
2014/11/11,3.6586,3.7131,3.6373,3.677,15838900,4960242320
2014/11/12,3.6798,4.2972,3.6798,4.2356,45783200,5715426244
2014/11/13,4.2727,4.5709,4.0112,4.2073,58945000,5678828589
2014/11/14,4.1842,4.1925,3.8479,3.9782,29589200,5371040273
2014/11/15,3.9965,4.0553,3.7101,3.7613,15727500,5079582132
2014/11/16,3.7473,3.908,3.746,3.8788,11905600,5239694300
2014/11/17,3.8835,4.102,3.775,3.8741,41518800,5234695637
2014/11/18,3.8779,3.924,3.7112,3.752,32222500,5071157408
2014/11/19,3.739,3.8648,3.739,3.8055,18931800,5144903809
2014/11/20,3.8031,3.8202,3.5678,3.5784,25233200,4839043482
2014/11/21,3.5788,3.5788,3.4411,3.5085,29850100,4745605133
2014/11/22,3.516,3.6484,3.5088,3.5292,15273000,4774989954
2014/11/23,3.5317,3.7085,3.5317,3.6757,15151600,4974540006
2014/11/24,3.6695,3.8721,3.6667,3.769,30930100,5102174795
2014/11/25,3.7689,3.947,3.7478,3.7535,25442200,5082390210
2014/11/26,3.7602,3.777,3.6582,3.6837,18601700,4989166443
2014/11/27,3.705,3.7399,3.6828,3.6967,8748030,5008058116
2014/11/28,3.6937,3.8284,3.5845,3.7645,22946500,5101280353
2014/11/29,3.7615,3.876,3.7214,3.7549,15375600,5089799280
2014/11/30,3.7551,3.8253,3.7331,3.7805,9194440,5125958175
2014/12/1,3.7825,3.8366,3.7667,3.7924,11763000,5143434464
2014/12/2,3.7925,3.8404,3.7786,3.8132,12364100,5172928823
2014/12/3,3.8172,3.8303,3.7435,3.7501,13340100,5088491940
2014/12/4,3.7572,3.7865,3.6776,3.696,14529600,5016487250
2014/12/5,3.6944,3.7919,3.6576,3.7685,15181800,5116358331
2014/12/6,3.7676,3.7845,3.7095,3.7479,7009320,5089542822
2014/12/7,3.7484,3.7629,3.7327,3.751,6491650,5094943517
2014/12/8,3.7496,3.7603,3.6189,3.6191,18898700,4917302822
2014/12/9,3.6189,3.6307,3.4495,3.5222,32915500,4786893958
2014/12/10,3.522,3.5238,3.4636,3.4636,16427700,4708572401
2014/12/11,3.4434,3.6136,3.3876,3.5051,32431300,4766084199
2014/12/12,3.5083,3.5298,3.4929,3.5254,16989800,4795055945
2014/12/13,3.5238,3.5238,3.4659,3.4738,11675900,4726102586
2014/12/14,3.4673,3.5332,3.4542,3.5163,12415200,4785245608
2014/12/15,3.5136,3.5182,3.4493,3.4535,17264200,4700905209
2014/12/16,3.4567,3.4586,3.2706,3.2706,30864900,4453202603
2014/12/17,3.2686,3.3395,3.1515,3.1978,37567900,4355021350
2014/12/18,3.1979,3.2371,3.0423,3.114,39173000,4241890806
2014/12/19,3.1118,3.1853,3.0677,3.1784,23823100,4330801581
2014/12/20,3.1762,3.3033,3.1604,3.2996,20856700,4496945577
2014/12/21,3.2954,3.2963,3.189,3.2084,15207600,4373820008
2014/12/22,3.2107,3.3412,3.2042,3.3189,22315100,4525705359
2014/12/23,3.3202,3.3629,3.296,3.3457,16574200,4563595537
2014/12/24,3.3439,3.3474,3.2136,3.2253,15092300,4400637769
2014/12/25,3.2229,3.2267,3.1696,3.1901,9883640,4353789283
2014/12/26,3.1915,3.3142,3.1663,3.2792,16410500,4476703675
2014/12/27,3.2758,3.2891,3.1263,3.1586,15185200,4313267197
2014/12/28,3.1616,3.2003,3.1108,3.1724,11676600,4333389568
2014/12/29,3.177,3.2027,3.1231,3.1267,12302500,4272268163
2014/12/30,3.1272,3.1481,3.0937,3.1074,12528300,4247060095
2014/12/31,3.1091,3.2019,3.1021,3.2019,13942900,4377510595
2015/1/1,3.2043,3.2043,3.14,3.1425,8036550,4297535768
2015/1/2,3.1408,3.1584,3.1357,3.1503,7860650,4309551126
2015/1/3,3.1485,3.1515,2.8108,2.8108,33054400,3846269872
2015/1/4,2.8115,2.8723,2.5761,2.642,55629100,3616320975
2015/1/5,2.6508,2.7834,2.6508,2.7447,43962800,3758098008
2015/1/6,2.7461,2.8755,2.727,2.8619,23245700,3919623080
2015/1/7,2.8608,2.9875,2.8308,2.9434,24866800,4032255015
2015/1/8,2.9414,2.9414,2.8217,2.8335,19982500,3882766766
2015/1/9,2.8238,2.9111,2.8053,2.9041,18718600,3980426431
2015/1/10,2.873,2.8813,2.7397,2.748,15264300,3767535599
2015/1/11,2.7461,2.7964,2.6504,2.6566,18200800,3643307731
2015/1/12,2.6615,2.722,2.652,2.678,18880300,3673551884
2015/1/13,2.6739,2.6828,2.1991,2.2586,72843904,3099004902
2015/1/14,2.2389,2.2389,1.7151,1.781,97638704,2444379076
2015/1/15,1.769,2.2907,1.769,2.0984,81773504,2880801385
2015/1/16,2.0907,2.2159,1.9977,2.081,38421000,2857541182
2015/1/17,2.0783,2.1173,1.9488,1.9926,23469700,2736875952
2015/1/18,2.0005,2.187,1.9451,2.1034,30085100,2889858038
2015/1/19,2.1147,2.1673,2.0732,2.1486,18658300,2952759522
2015/1/20,2.1291,2.1524,2.0515,2.1132,24051100,2904651464
2015/1/21,2.1138,2.2779,2.1121,2.269,29924600,3119680595
2015/1/22,2.2732,2.3702,2.2643,2.3341,33544600,3209962696
2015/1/23,2.3352,2.3485,2.252,2.3288,24621700,3203436948
2015/1/24,2.327,2.4821,2.3002,2.4785,24782500,3410114481
2015/1/25,2.4735,2.5507,2.4389,2.5372,33582700,3491686145
2015/1/26,2.5408,3.0938,2.5408,2.7347,106794000,3764417376
2015/1/27,2.7317,2.7548,2.5065,2.6348,44399000,3627760928
2015/1/28,2.6335,2.6654,2.2705,2.3391,44352200,3221728839
2015/1/29,2.3335,2.3871,2.2071,2.3351,32213400,3217149466
2015/1/30,2.3277,2.4285,2.2584,2.2643,26605200,3120272355
2015/1/31,2.2644,2.335,2.1631,2.1746,23348200,2997692311
2015/2/1,2.1687,2.3157,2.1201,2.2697,29128500,3129637468
2015/2/2,2.2649,2.4218,2.2266,2.3823,30612100,3285797305
2015/2/3,2.3745,2.4596,2.2448,2.2727,40783700,3135343874
2015/2/4,2.2751,2.3006,2.2111,2.2685,26594300,3130520358
2015/2/5,2.2766,2.394,2.1473,2.1711,22516400,2996945966
2015/2/6,2.1692,2.3051,2.1623,2.2227,24435300,3069076711
2015/2/7,2.2263,2.303,2.2261,2.2775,21604200,3145761023
2015/2/8,2.2769,2.2944,2.2108,2.2341,17145200,3086537315
2015/2/9,2.2339,2.2398,2.1702,2.2011,27791300,3041799140
2015/2/10,2.2028,2.2181,2.1533,2.1984,21115100,3038850985
2015/2/11,2.1973,2.2341,2.1807,2.1918,17201900,3030676475
2015/2/12,2.1921,2.222,2.1761,2.2176,15206200,3066996120
2015/2/13,2.2197,2.4026,2.2126,2.3543,42744400,3256814719
2015/2/14,2.3553,2.5981,2.3553,2.5732,49732500,3560717936
2015/2/15,2.5751,2.6561,2.2768,2.3482,56552400,3250242178
2015/2/16,2.3482,2.3952,2.2902,2.3384,28153700,3237573873
2015/2/17,2.3342,2.4577,2.3231,2.4361,27363100,3373706168
2015/2/18,2.4378,2.4425,2.3234,2.3633,25200800,3273812262
2015/2/19,2.3641,2.4267,2.3559,2.4028,18270500,3329631566
2015/2/20,2.4025,2.471,2.393,2.4378,23876700,3379032908
2015/2/21,2.4375,2.5532,2.4318,2.4453,12284200,3390372210
2015/2/22,2.4454,2.4639,2.3385,2.3598,19527000,3272629326
2015/2/23,2.3599,2.4011,2.3242,2.3889,16400000,3313897879
2015/2/24,2.39,2.399,2.364,2.3874,14200400,3312489904
2015/2/25,2.3889,2.3934,2.3553,2.3747,11496200,3295875814
2015/2/26,2.3734,2.3771,2.3426,2.3643,13619400,3282272605
2015/2/27,2.3644,2.5665,2.3644,2.5383,44013900,3524820596
2015/2/28,2.5352,2.5469,2.4948,2.5426,13949300,3531776636
2015/3/1,2.5428,2.6166,2.4593,2.602,25213700,3615181538
2015/3/2,2.6036,2.763,2.5831,2.7567,40465700,3831178959
2015/3/3,2.7505,2.858,2.6816,2.817,50461300,3916108523
2015/3/4,2.8199,2.8423,2.6813,2.7309,41383000,3797385224
2015/3/5,2.7274,2.8167,2.6477,2.7618,41302400,3841201000
2015/3/6,2.756,2.7761,2.7002,2.7272,28918900,3794156466
2015/3/7,2.7229,2.7785,2.7013,2.7626,17825900,3844351385
2015/3/8,2.7643,2.7786,2.7257,2.7435,22067900,3818877362
2015/3/9,2.7481,2.927,2.7389,2.8961,59178200,4032241702
2015/3/10,2.8986,3.0004,2.8974,2.9176,67770800,4063305050
2015/3/11,2.9152,2.9739,2.9051,2.9638,33963900,4128796573
2015/3/12,2.9613,2.9709,2.9241,2.9435,32585200,4101535995
2015/3/13,2.9412,2.945,2.8534,2.8534,31421500,3976948638
2015/3/14,2.8444,2.8634,2.8098,2.8189,22612300,3929758785
2015/3/15,2.8142,2.8653,2.81,2.8639,11970100,3993628668
2015/3/16,2.8568,2.9411,2.8568,2.9059,21516100,4053198429
2015/3/17,2.906,2.9236,2.8437,2.8551,21497200,3983144494
2015/3/18,2.8507,2.8534,2.4987,2.563,57008000,3576671767
2015/3/19,2.5588,2.6424,2.4864,2.6093,52732000,3642156965
2015/3/20,2.6096,2.6485,2.5916,2.6175,18456700,3654506819
2015/3/21,2.6164,2.622,2.5565,2.6002,17130100,3631424642
2015/3/22,2.5992,2.6975,2.5959,2.6796,18438100,3743193531
2015/3/23,2.6789,2.773,2.6174,2.6674,22811900,3727111341
2015/3/24,2.6658,2.67,2.4415,2.456,40073700,3432718154
2015/3/25,2.4747,2.4919,2.3651,2.462,35866900,3442129496
2015/3/26,2.4628,2.5435,2.449,2.4853,25730000,3475701380
2015/3/27,2.4857,2.5681,2.4521,2.4703,17274900,3455731911
2015/3/28,2.4698,2.5421,2.4698,2.528,16040900,3537377134
2015/3/29,2.5274,2.5314,2.4085,2.4271,21699400,3397187115
2015/3/30,2.4288,2.4924,2.3921,2.4753,23009600,3465419693
2015/3/31,2.4745,2.4873,2.4274,2.4422,22672000,3420112896
2015/4/1,2.4422,2.4754,2.4116,2.4727,22877200,3463619267
2015/4/2,2.4709,2.5446,2.4542,2.5301,26272600,3544973232
2015/4/3,2.5307,2.5604,2.5188,2.5432,23146600,3564354620
2015/4/4,2.5429,2.5526,2.511,2.537,12493500,3556559216
2015/4/5,2.5376,2.6067,2.5194,2.606,19649200,3654268030
2015/4/6,2.6072,2.618,2.5457,2.5549,20034200,3583466919
2015/4/7,2.5527,2.558,2.5221,2.5318,18467400,3552014128
2015/4/8,2.5306,2.5385,2.4421,2.4502,30086400,3438326345
2015/4/9,2.4475,2.4612,2.394,2.4368,21643500,3420248520
2015/4/10,2.4369,2.4369,2.3277,2.3607,28882000,3314409567
2015/4/11,2.3602,2.3954,2.3418,2.3655,16365200,3321976615
2015/4/12,2.3654,2.3773,2.3349,2.3615,12387900,3317129018
2015/4/13,2.3595,2.3693,2.22,2.2459,31181800,3155548414
2015/4/14,2.2476,2.2498,2.1632,2.1916,31719000,3080098939
2015/4/15,2.1907,2.2383,2.1865,2.2383,22562000,3146465248
2015/4/16,2.2392,2.2967,2.2392,2.2857,24805400,3213884952
2015/4/17,2.2857,2.2891,2.2194,2.2288,20429800,3134573444
2015/4/18,2.2285,2.2432,2.2088,2.2336,12939000,3142049362
2015/4/19,2.2346,2.2635,2.2237,2.226,15021500,3132226860
2015/4/20,2.2261,2.2635,2.2198,2.2463,18364700,3161599719
2015/4/21,2.2462,2.3527,2.243,2.3527,24978000,3312299315
2015/4/22,2.356,2.3791,2.3348,2.3418,23847900,3297795229
2015/4/23,2.3405,2.3648,2.332,2.3646,17036000,3330762351
2015/4/24,2.3597,2.363,2.2993,2.3127,21448700,3258311725
2015/4/25,2.3124,2.3256,2.2634,2.2639,13957200,3190508610
2015/4/26,2.2641,2.2694,2.1487,2.1943,28943700,3093216938
2015/4/27,2.1943,2.333,2.1802,2.2929,38574000,3232938332
2015/4/28,2.2897,2.2949,2.2307,2.2585,21469200,3185425042
2015/4/29,2.2559,2.2704,2.2343,2.2581,18936500,3185479101
2015/4/30,2.2569,2.3956,2.2499,2.3615,33818600,3332094504
2015/5/1,2.3594,2.3897,2.3208,2.3208,18815300,3275574610
2015/5/2,2.3234,2.3573,2.3234,2.3493,12535500,3316683008
2015/5/3,2.3488,2.4324,2.3408,2.4036,18494100,3394161416
2015/5/4,2.4036,2.4264,2.3781,2.3902,21223400,3375997790
2015/5/5,2.3885,2.392,2.3205,2.3612,23929100,3335976518
2015/5/6,2.3625,2.3645,2.2923,2.2978,29587200,3247353903
2015/5/7,2.2966,2.391,2.2857,2.3733,29064400,3354923757
2015/5/8,2.372,2.4627,2.3627,2.4386,27445500,3448119178
2015/5/9,2.4377,2.478,2.3964,2.4183,19790500,3420193701
2015/5/10,2.4173,2.4407,2.3885,2.403,15019100,3399245238
2015/5/11,2.403,2.4427,2.3938,2.4216,20892300,3426529646
2015/5/12,2.4215,2.4288,2.401,2.4111,19282600,3412644998
2015/5/13,2.414,2.437,2.3504,2.3638,27180100,3346584200
2015/5/14,2.3621,2.378,2.3406,2.3693,24413700,3355311496
2015/5/15,2.3696,2.3875,2.3679,2.376,16329400,3365752047
2015/5/16,2.3764,2.377,2.3529,2.3615,11089700,3345969203
2015/5/17,2.3601,2.3802,2.3601,2.368,11134300,3356176986
2015/5/18,2.3689,2.3721,2.3246,2.3313,16780300,3304944920
2015/5/19,2.3304,2.3415,2.3182,2.3195,14241900,3288950473
2015/5/20,2.3189,2.3468,2.3184,2.3402,15499400,3319170901
2015/5/21,2.3402,2.3624,2.3384,2.3534,15108900,3338890048
2015/5/22,2.3532,2.4097,2.3506,2.4035,27003000,3410712372
2015/5/23,2.4029,2.4102,2.3869,2.3887,14605000,3390435704
2015/5/24,2.3898,2.4198,2.3881,2.4095,11508000,3420845884
2015/5/25,2.4093,2.4102,2.3664,2.3711,14423900,3367127977
2015/5/26,2.371,2.3824,2.3569,2.3712,16425000,3368066799
2015/5/27,2.3707,2.3864,2.367,2.3728,18837000,3371257543
2015/5/28,2.3726,2.3782,2.3665,2.3741,13829600,3373816958
2015/5/29,2.3738,2.3752,2.3573,2.371,14805000,3370295930
2015/5/30,2.3709,2.3709,2.3205,2.3335,14098600,3317769214
2015/5/31,2.3313,2.3325,2.2954,2.3019,14730800,3273756425
2015/6/1,2.3023,2.3171,2.213,2.2293,26090500,3171172508
2015/6/2,2.2289,2.2642,2.2242,2.258,20459000,3212962177
2015/6/3,2.2574,2.274,2.2393,2.2587,17752400,3214774292
2015/6/4,2.2577,2.2658,2.2405,2.2432,14728100,3193504505
2015/6/5,2.2415,2.2597,2.2318,2.2495,18056500,3203220875
2015/6/6,2.2501,2.2572,2.2438,2.2562,11131500,3213722676
2015/6/7,2.256,2.2619,2.2265,2.2288,13318400,3175547196
2015/6/8,2.2288,2.2946,2.2284,2.2849,23378400,3256350969
2015/6/9,2.2854,2.3095,2.2793,2.2905,28353100,3265176585
2015/6/10,2.2899,2.2978,2.2801,2.288,15904800,3262644979
2015/6/11,2.2885,2.3029,2.2877,2.2971,14416000,3276293900
2015/6/12,2.2971,2.3106,2.2931,2.2998,14017700,3281061201
2015/6/13,2.2992,2.3265,2.2921,2.324,13305300,3316504361
2015/6/14,2.3244,2.3486,2.32,2.3354,12165900,3333657006
2015/6/15,2.3342,2.3784,2.3342,2.3682,19912100,3381329191
2015/6/16,2.3676,2.5174,2.3612,2.509,41612000,3582987588
2015/6/17,2.5082,2.5685,2.4648,2.4928,43858400,3560953387
2015/6/18,2.4943,2.5211,2.4413,2.4901,30980200,3557986321
2015/6/19,2.4904,2.5098,2.4379,2.4461,23965300,3495994564
2015/6/20,2.4453,2.4583,2.4063,2.4521,20608100,3505477188
2015/6/21,2.451,2.4522,2.4188,2.4394,10600900,3488106467
2015/6/22,2.4397,2.4792,2.4378,2.4699,17692500,3532599174
2015/6/23,2.4693,2.473,2.4313,2.443,15108700,3494929113
2015/6/24,2.4428,2.4434,2.4051,2.4051,17344900,3441763637
2015/6/25,2.4037,2.4333,2.4037,2.428,16133100,3475370256
2015/6/26,2.426,2.4375,2.4155,2.4359,13983500,3487699724
2015/6/27,2.4355,2.5134,2.4312,2.5099,20488600,3594402691
2015/6/28,2.5096,2.5117,2.4743,2.4901,15137600,3566939394
2015/6/29,2.4872,2.5717,2.4858,2.5706,34742900,3683193712
2015/6/30,2.5704,2.6787,2.5595,2.6307,44533800,3770229522
2015/7/1,2.6335,2.6517,2.5577,2.5862,27029800,3707306173
2015/7/2,2.5855,2.6163,2.5412,2.5541,21551900,3662295200
2015/7/3,2.5546,2.5708,2.5351,2.5634,19033800,3676575981
2015/7/4,2.5649,2.6146,2.542,2.6089,15620400,3742827088
