,0
756,-0.16723417
757,-0.20731315
758,-0.21340877
759,-0.25090742
760,-0.2905316
761,-0.22763816
762,-0.16129908
763,-0.05943633
764,-0.05013415
765,0.036157444
766,0.16293234
767,0.155793
768,0.13136157
769,0.15277365
770,0.16477522
771,0.18525706
772,0.36411962
773,0.17603049
774,0.30409604
775,0.20531984
776,0.048551045
777,-0.026488187
778,-0.07267568
779,-0.06765402
780,-0.13773933
781,-0.08813787
782,0.006193083
783,0.038547616
784,0.062147506
785,0.1307111
786,0.19024768
787,0.110872835
788,0.07811809
789,0.032468032
790,-0.09169409
791,-0.1486562
792,-0.17607675
793,-0.21792828
794,-0.16570987
795,-0.14121844
796,-0.07840324
797,-0.1185145
798,-0.10918643
799,-0.05540609
800,-0.16634473
801,-0.09850613
802,-0.05953399
803,0.07836665
804,0.07323814
805,0.04170478
806,0.119095095
807,0.054716777
808,-0.01685481
809,-0.07638183
810,-0.11926078
811,-0.08466919
812,-0.18189363
813,-0.19675508
814,-0.17469598
815,-0.1598421
816,-0.09336631
817,-0.062610775
818,-0.04584096
819,-0.0141953835
820,-0.049048547
821,0.013863033
822,-0.006857241
823,-0.091273725
824,-0.0063166358
825,0.022483317
826,0.18300928
827,0.13341169
828,0.12988041
829,0.22701724
830,0.17248993
831,0.12884198
832,0.03453947
833,0.0516956
834,0.10592323
835,0.06528353
836,0.08678862
837,0.12564641
838,0.18244512
839,0.062269982
840,0.046491485
841,0.01031971
842,0.062030897
843,0.05370099
844,-0.049036253
845,0.030619606
846,-0.0045410544
847,0.08377714
848,0.034651957
849,0.042432494
850,0.041951917
851,0.027554655
852,0.00011824909
853,-0.042139903
854,-0.06626382
855,-0.14020245
856,-0.11794714
857,-0.06659912
858,-0.05323283
859,-0.08789842
860,-0.07621444
861,-0.040298
862,-0.027528308
863,-0.05350827
864,-0.022424985
865,-0.011354439
866,-0.040285226
867,-0.06404036
868,-0.07771361
869,-0.08943742
870,-0.13348795
871,-0.12300969
872,-0.10893277
873,-0.009776762
874,-0.023430627
875,0.00076376856
876,0.02301781
877,0.035386797
878,0.08142014
879,0.0043445085
880,0.02991026
881,0.021828221
882,0.019106204
883,-0.00242064
884,-0.025928479
885,-0.095415585
886,-0.09403141
887,-0.1323406
888,-0.16464053
889,-0.11955284
890,-0.13890006
891,-0.03539065
892,-0.060371593
893,0.022821222
894,0.06610544
895,0.01399878
896,0.04202587
897,-0.06996945
898,-0.05213322
899,-0.07499252
900,-0.06792329
901,-0.10055326
902,-0.09036826
903,-0.031057373
904,0.008484572
905,0.039449915
906,0.021759093
907,0.08390076
908,0.059424695
909,0.116556115
910,0.06739335
911,0.0407571
912,0.073716044
913,0.02269142
914,0.032242306
915,-0.040551055
916,-0.036740564
917,-0.063863024
918,-0.088133596
919,-0.072926894
920,-0.05618184
921,0.06625924
922,0.14379899
923,0.18043564
924,0.19407798
925,0.16888104
926,0.16460954
927,0.100800626
928,0.055038605
929,0.14742061
930,0.09345701
931,0.07758382
932,0.10024587
933,0.10404749
934,0.06672726
935,-0.028011857
936,-0.05066752
937,-0.04131404
938,-0.07057267
939,-0.08959414
940,-0.14274152
941,-0.1347336
942,-0.103365965
943,-0.109477036
944,-0.15934569
945,-0.1137838
946,-0.11437448
947,-0.10525304
948,-0.08835872
949,-0.066041216
950,-0.013564644
951,-0.04046575
952,0.023158936
953,0.043621913
954,0.014100439
955,0.031571895
956,0.018824857
957,0.029426437
958,0.008137065
959,-0.0076495623
960,0.048932187
961,0.038662087
962,0.06255824
963,0.05879365
964,0.1133556
965,0.07683679
966,0.03764732
967,0.039601546
968,0.07227349
969,0.056889657
970,0.02198293
971,0.044765316
972,-0.023676438
973,-0.07104031
974,-0.09793957
975,-0.13782938
976,-0.12790704
977,-0.13798106
978,-0.067798704
979,-0.026366094
980,0.005976988
981,0.04357968
982,0.033812765
983,0.025837181
984,-0.005543184
985,0.004045758
986,-0.017122855
987,0.0011976135
988,0.027698563
989,0.027178923
990,0.06759663
991,0.03507813
992,0.008847747
993,-0.002702611
994,-0.0068111103
995,-0.010890191
996,-0.018787144
997,0.0025969744
998,0.021518625
999,0.008878361
1000,-0.025498142
1001,-0.00862138
1002,0.0037181326
1003,-0.005949009
1004,0.0013115401
1005,0.013550547
1006,0.02055951
1007,0.0011891413
1008,-0.051309418
1009,-0.047091134
